NM_MUNICIPIO;NM_LOCAL_VOTACAO;DS_ENDERECO;NM_BAIRRO;NR_CEP;NR_LATITUDE;NR_LONGITUDE
RIACHINHO;POSTO DE SAUDE PA CANOA;PA CANOA, SEDE, S/N, ZONA RURAL;ZONA RURAL;77893000;-6.5489064;-48.0995217
FILADÉLFIA;ESCOLA ESTADUAL ADEUVALDO DE OLIVEIRA MORAIS;AVENIDA GETÚLIO VARGAS;CENTRO;77795000;-7.3369914;-47.4980449
ESPERANTINA;ESCOLA ESTADUAL DOUTOR ULISSES GUIMARAES;VILA TOCANTINS;ZONA RURAL;77993000;-5.3152624;-48.4669139
PORTO NACIONAL;CEMEI - IZIDORIA QUIRINO DOS SANTOS (ANTIGA ASSOCIAÇÃO JARDIM QUERIDO);RUA ANAPOLIS, S/N;JARDIM QUERIDO;77500000;-10.70339436;-48.39923681
BREJINHO DE NAZARÉ;ESCOLA MUNICIPAL WANDA FERREIRA DA CUNHA;RUA GUILHERMINO GOMES DA SILVA;JANUARIO DIAS;77560000;-11.0225919;-48.5659589
PARAÍSO DO TOCANTINS;ESCOLA MUNICIPAL LUZIA TAVARES;RUA JOSE LOPES, S/N;POUSO ALEGRE;77600000;-10.19379807;-48.88892791
NOVO ACORDO;ESCOLA ESTADUAL PROFª ELIACENA MOURA LEITÃO;NOVO ACORDO;CENTRO;77610000;-9.9633826;-47.6756031
ALVORADA;COLÉGIO ESTADUAL DE ALVORADA - CEA;AV. GETULIO VARGAS, Nº 08, CENTRO.;CENTRO;77480000;-12.4791577;-49.1244302
ARAGUAÇU;INSTITUTO EDUCACIONAL E SOCIAL EVANGELICO DE ARAGUAÇU - IESEA;AV. ARAGUAIA, N° 900, CENTRO.;CENTRO;77475000;-12.9258163;-49.8298346
NOVA OLINDA;ESCOLA MUNICIPAL DO POVOADO CAMPO ALEGRE;BR 153 POVOADO CAMPO ALEGRE;ZONA RURAL;77790000;-7.48753333;-48.37902833
PALMAS;UNIVERSIDADE DO ESTADO DO TOCANTINS - UNITINS;QUADRA ARNO 14 AVENIDA NS 15;PLANO DIRETOR NORTE;63390140;-10.1690083;-48.3416833
SANTA ROSA DO TOCANTINS;ESCOLA MUNICIPAL TIA MIRETA;AVENIDA ALICE AIRES S/N, CENTRO ;CENTRO;77375000;-11.4539563;-48.1168128
RIO SONO;ESCOLA MUNICIPAL BERNARDO GUIMARÃES;RUA PRINCIPAL, POVOADO BREJO FUNDO;ZONA RURAL;77635000;-9.65786833;-47.67907167
CASEARA;ESCOLA ESTADUAL JOSÉ ALVES DE ASSIS;AVENIDA CARAJÁS N 331;CENTRO;77680000;-9.2712166;-49.9605894
PRAIA NORTE;ESCOLA MUNICIPAL JOSÉ LOPES DA SILVA;RUA PRINCIPAL, S/N -  POVODO CENTRO DO MOACIR;ZONA RURAL;77970000;-5.4778867;-47.793555
AUGUSTINÓPOLIS;ESCOLA MUNICIPAL GABRIEL ALVES PEREIRA;RUA 14 DE MAIO, S/N (PRÓXIMO AO PRESÍDIO);SAO PEDRO;77960000;-5.4603115;-47.8853737
GURUPI;ESCOLA ESTADUAL DR JOAQUIM PEREIRA DA COSTA;RUA S - 16 , QD L , S/N;SETOR SOL NASCENTE;77400000;-11.72756388;-49.09573711
GURUPI;ESCOLA MUNICIPAL PROFª ILZA BORGES VIEIRA;RUA 48, NRO 11;PARQUE RESIDENCIAL NOVA FRONTEIRA;77400000;-11.749327;-49.0653903
FILADÉLFIA;ESCOLA MUNICIPAL DONA MAURA LEAL VALADARES;RUA FRANCISCO DE ASSIS;CENTRO;77795000;-7.3414142;-47.4980924
ARAGUAÍNA;ESCOLA MUNICIPAL SANTA TEREZA;ASSENTAMENTO PA PARAÍSO;PA PARAÍSO;77800000;-7.441642;-48.8093636
GOIATINS;ESCOLA MUNICIPAL LUZIA MACHADO FEITOSA;RUA 02, SETOR AEROPORTO;SETOR AEROPORTO;77770000;-7.7048404;-47.3253886
ARAGUATINS;ESCOLA MUNICIPAL LUIZ RODRIGUES DA SILVA;VILA PLANALTO/P.A. MARCOS FREIRE;ZONA RURAL;77950000;-5.9878025;-48.2148386
ARAGUAÇU;CMTO SALVADOR CAETANO UNIDADE 23;AV GOIÁS S/N SETOR AEROPORTO;CENTRO;77475000;-12.9265318;-49.8323534
ITAPIRATINS;ESCOLA MUNICIPAL HERMES DA SILVA PIRES;RUA TOCANTINS, S/N;CENTRO;77718000;-8.391358;-48.0997846
ARAGUAÍNA;ESCOLA ESTADUAL JOAQUIM DE BRITO PARANAGUA;AVENIDA TIRADENTES, 1715;ELDORADO;77809250;-7.2087513;-48.1978343
PORTO NACIONAL;ESCOLA MUNICIPAL UNIÃO E PROGRESSO;RAU JANUARIO DIAS, N 735 (ANTIGO RUA L14, ESQ. COM L04. N. 18 );PORTO IMPERIAL;77500000;-10.7324686;-48.4111531
ARAGUAÍNA;ESCOLA MUNICIPAL DOMINGOS SOUSA LEMOS;RUA DAS ORQUÍDEAS, S/N;JARDIM DAS FLORES;77814060;-7.2038621;-48.1765222
ABREULÂNDIA;COLÉGIO ESTADUAL SÃO PEDRO;AV JOÃO FRANCISCO DE ABREU S/N;CENTRO;77693000;-9.6242998;-49.1563019
AUGUSTINÓPOLIS;ESCOLA ESTADUAL FAZENDA 16;POVOADO KM 16;ZONA RURAL;77960000;-5.50776;-47.9350983
AXIXÁ DO TOCANTINS;ESCOLA MUNICIPAL OSVALDO REIS;RUA PARAENSE - BAIRRO SÃO RAIMUNDO ;SÃO RAIMUNDO;77930000;-5.6121133;-47.766022
TOCANTÍNIA;ESC. EST. INDÍGENA SAKRUIWE (ALDEIA FUNIL);ALDEIA FUNIL;ALDEIA INDÍGENA;77640000;-9.6472067;-48.3714717
ARAGUAÍNA;CENTRO EDUCACIONAL INFANTIL MUNICIPAL VOVO JORGE FREDERICO;AVENIDA SAO JUDAS TADEU QUADRA 12-A;SETOR SÃO MIGUEL;77817210;-7.1979641;-48.2302916
SANTA FÉ DO ARAGUAIA;ESCOLA MUNICIPAL EURIPIA PEREIRA LOPES;RUA RIO PRETO,S/N;SETOR PLANALTO;77848000;-7.1578072;-48.688406
PONTE ALTA DO TOCANTINS;ANTIGO POSTO DE SAÚDE DO MORRO LIMPO;DISTRITO DO GATO;ZONA RURAL;77590000;-10.9082122;-47.6177823
LAGOA DA CONFUSÃO;COLEGIO ESTADUAL LAGOA DA CONFUSAO;AV. VICENTE BARBOSA, N 1025;CENTRO;77493000;-10.7923249;-49.6254364
COUTO MAGALHÃES;ESCOLA ESTADUAL ARLINDA ROSA DE SOUSA;RUA CARRETEIRA, S/N;CENTRO;77750000;-8.35972679;-49.17363409
COLINAS DO TOCANTINS;ESCOLA MUNICIPAL DR. PEDRO LUDOVICO TEIXEIRA;RUA ERNESTO BARROS, S/N, SETOR NOVO HORIZONTE;SETOR NOVO HORIZONTE;77760000;-8.0476217;-48.489805
ARAGUATINS;ESCOLA MUNICIPAL VANOR DA COSTA PARREÃO;RUA C, ENTRE ALAMEDA 04 E 05;VILA CIDINHA;77950000;-5.6447889;-48.1084425
PALMAS;CEMIL - PROFESSORA MARGARIDA LEMOS GONÇALVES;JOÃO PIRES QUERIDO FILHO, APM 12;SETOR LAGO SUL;77270000;-10.3313177;-48.3200101
ARAGUACEMA;ESCOLA MUNICIPAL NOVA ESPERANÇA;ASSENTAMENTO TARUMÃ;ZONA RURAL;77690000;-8.7423968;-49.3768207
ARRAIAS;COLEGIO ESTADUAL PROF. JOANA BATISTA CORDEIRO;PRAÇA MADRE ANASTASIE, NÚMERO 22, CENTRO, ARRAIAS;CENTRO;77330000;-12.9335424;-46.9357183
PALMAS;ESCOLA ADVENTISTA DE PALMAS;210 SUL ALAMEDA 11 COM AL 9;CENTRO;77020586;-10.19493;-48.3114865
SÍTIO NOVO DO TOCANTINS;ESCOLA MUNICIPAL SETE DE SETEMBRO - POVOADO SANTA INÊS;RUA PRINCIPAL - POVOADO SANTA INES;ZONA RURAL;77940000;-5.672427;-47.6813308
BERNARDO SAYÃO;COLÉGIO ESTADUAL BERNARDO SAYÃO;AV. MIGUEL ANDRADE BATISTA, 991;CENTRO;77755000;-7.8786059;-48.8957374
PALMAS;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL SONHO ENCANTADO;1104 SUL ALAMEDA 09 APM 14;PLANO DIRETOR SUL;77024012;-10.2498648;-48.3254771
XAMBIOÁ;ESCOLA PAROQUIAL SAO MIGUEL;RUA JOSE BONIFACIO, 176;CENTRO;77880000;-6.4111047;-48.5366871
PALMEIRAS DO TOCANTINS;ESCOLA MUNICIPAL PADRE JOSIMO;ASSENTAMENTO 1DE JANEIRO;ZONA RURAL;77913000;-6.628503;-47.6627078
BERNARDO SAYÃO;ESCOLA MUNICIPAL SIMÃO ALVES MOURA;VILA TANCREDO NEVES;ZONA RURAL;77755000;-7.967029;-49.1553186
GURUPI;POSTO DE ATENDIMENTO MÉDICO VALE VERDE;VALE VERDE;ZONA RURAL;77400000;-11.8795967;-48.9852867
TAGUATINGA;ESCOLA MUNICIPAL JUVÊNCIA URCINO DE SANTANA;ASSENTAMENTO SÃO MIGUEL;ZONA RURAL;77320000;-12.4039717;-46.72828
PARANÃ;CMEI PROFª CLEUSA SOUZA BENEVIDES BEZERRA;AV B;AEROPORTO;77360000;-12.621995;-47.8660483
SÃO MIGUEL DO TOCANTINS;ESCOLA MUNICIPAL GERCINA SILVA DE ABREU;RUA PRINCIPAL,  POVOADO SÃO FRANCISCO;ZONA RURAL;77925000;-5.5878473;-47.561505
COUTO MAGALHÃES;COLÉGIO ESTADUAL ARCHÂNGELA MILHOMEM;PRACA JK, S/N;CENTRO;77750000;-8.36084294;-49.18397636
MATEIROS;ESCOLA MUNICIPAL PROFESSORA ERNESTINA VIEIRA SOARES;RUA 14, QUADRA 10A, LOTES 11 E 12;CENTRO;77593000;-10.5445597;-46.4179263
PRESIDENTE KENNEDY;ESCOLA MUNICIPAL RAIMUNDO BARBOSA DE SOUSA;AVENIDA BERNARDO SAYÃO, S/N;CENTRO;77745000;-8.5327576;-48.5042476
WANDERLÂNDIA;ESCOLA MUNICIPAL JOSÉ HENRIQUE DOS SANTOS;POVOADO ARACULANDIA, S/N;ZONA RURAL;77860000;-7.0982305;-48.1338024
TOCANTINÓPOLIS;ESCOLA MUNICIPAL 7 DE SETEMBRO;POVOADO PALMEIRÓPOLIS (PASSARINHO);ZONA RURAL;77900000;-6.3586637;-47.4913545
PALMAS;CENTRO MUNICIPAL DE EDUCACAO INFANTIL CIRANDA CIRANDINHA;QUADRA ARNO 31 ALAMEDA 11;PLANO DIRETOR NORTE;77001276;-10.1690857;-48.339396
GURUPI;ESCOLA MUNICIPAL DR ULISSES GUIMARAES;RUA A7, QUADRA 08, S/N;PARQUE DAS ACÁCIAS;77400000;-11.730431;-49.1149971
CARRASCO BONITO;ESCOLA MUNICIPAL JOÃO DEMETIL TOBIAS;POVOADO CENTRO DOS FIRMINOS, RUA DO CAMPO;ZONA RURAL;77985000;-5.3843679;-48.0515899
LAGOA DA CONFUSÃO;ESCOLA ESTADUAL INDÍGENA MALUA;ALDEIA SANTA ISABEL DO MORRO S/N;ALDEIA INDÍGENA;77493000;-11.5767104;-50.6675075
DUERÉ;ESCOLA MUNICIPAL CECÍLIA DE ARAÚJO MELO (MINHA INFÂNCIA);PRIMEIRA AVENIDA S/N;CENTRO;77485000;-11.3421111;-49.2677917
LAGOA DA CONFUSÃO;COLEGIO MUNICIPAL ASSENTAMENTO LOROTY;QUADRA 12 LOTE 09;ZONA RURAL;77493000;-11.1730273;-49.8736333
PALMAS;ESCOLA MUNICIPAL ANNE FRANK;110 NORTE(ARNE 14) ALAMEDA 07 LOTE 34;CENTRO;77006120;-10.1794427;-48.3110783
CRISTALÂNDIA;COLEGIO ESTADUAL DE CRISTALANDIA;RUA 16, S/N;CENTRO;77490000;-10.5972684;-49.1924581
MURICILÂNDIA;ESCOLA ESTADUAL DE MURICILÂNDIA;AV GOIÁS, SN;CENTRO;77850000;-7.1472841;-48.6048618
NOVO ACORDO;ESCOLA MUNICIPAL DEUSIANO COELHO DE SOUSA;ASSENTAMENTO PRIMOGENITO;ZONA RURAL;77610000;-10.136037;-47.772609
GUARAÍ;ESCOLA MUNICIPAL JK;AVENIDA TOCANTINS, 235;Centro;77700000;-8.84697833;-48.50537333
COLMÉIA;CMEI FABIANO RIBEIRO DE OLIVEIRA;AVENIDA BRASIL;CENTRO;77725000;-8.73604517;-48.75385019
ARAGUAÍNA;ESCOLA ESTADUAL JARDIM PAULISTA;RUA DOS ENGENHEIROS, 377;JARDIM PAULISTA;77804280;-7.2150447;-48.2007412
PORTO NACIONAL;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS-IFTO;CAMPUS PORTO NACIONAL - AVENIDA TOCANTINS;JARDIM AMÉRICA;77500000;-10.6921312;-48.3986194
TOCANTINÓPOLIS;ESCOLA MUNICIPAL MANOEL DE SOUSA LIMA;POVOADO FOLHA GROSSA;ZONA RURAL;77900000;-6.2961565;-47.442074
ARRAIAS;COLÉGIO MILITAR DO TOCANTINS - JACY ALVES DE BARROS;RUA 03 QUADRA F LOTE 04;ARNALDO PRIETO;77330000;-12.9333376;-46.9439709
GURUPI;ESCOLA MUNICIPAL ANTÔNIO LINO DE SOUZA;AVENIDA LIVRE S/N, SAÍDA PARA PEIXE;CENTRO;77400000;-11.73213042;-49.04696868
NOVO JARDIM;ESCOLA MUNICIPAL PROFESSORA ANORELINA;AVENIDA JOÃO BATISTA CERQUEIRA S/N;CENTRO;77318000;-11.8197333;-46.625265
SÃO MIGUEL DO TOCANTINS;ESCOLA MUNICIPAL RUI BARBOSA - POVOADO BURITI;RUA PRINCIPAL, S/N POVOADO BURITI;ZONA RURAL;77925000;-5.626862;-47.5577915
DARCINÓPOLIS;ESCOLA MUNICIPAL DOM PEDRO I;POVOADO BREJAO;ZONA RURAL;77860000;-6.9390531;-47.6056331
PORTO NACIONAL;ESCOLA MUNICIPAL PROFESSORA DEASIL AIRES DA SILVA;RUA 10, S/N;PARQUE ELDORADO;77500000;-10.73186025;-48.38428158
GOIANORTE;ESCOLA ESTADUAL CIDADE LEER;RUA PRINCIPAL - DISTRITO ESPERANÇA BENDITA;ZONA RURAL;77695000;-8.73593205;-48.75265364
XAMBIOÁ;ESCOLA MUNICIPAL SEVERINO TEIXEIRA ROCHA;RUA NOSSA SENHORA APARECIDA, 367;TRECHO SECO;77880000;-6.4226472;-48.5350102
PORTO NACIONAL;ESCOLA MUNICIPAL EULINA BRAGA;RODOVIA NEWTON MORAIS TO-080, KM 16, PA CAPIVARA;distrito de luzimangues;77500000;-10.1626967;-48.5193432
PALMAS;CENTRO DE ENSINO MÉDIO TIRADENTES;806 SUL (ARSE 82) ALAMEDA 04 - APM 16;PLANO DIRETOR SUL;77023066;-10.2330448;-48.3216753
CARMOLÂNDIA;ESCOLA ESTADUAL BARTOLOMEU BUENO DA SILVA;AVENIDA ARAGUAIA, 258;CENTRO;77840000;-7.0361935;-48.3953567
PORTO NACIONAL;ESCOLA EST. CUSTODIA DA SILVA PEDREIRA  (COLÉGIO DA POLÍCIA MILITAR);RUA 04 ENTRE AS AVENIDA TOCANTINS, QD 21 LOTE 01 A 08;SÃO VICENTE;77500000;-10.6750335;-48.4037375
RIO SONO;ESCOLA CRISTO REI;AV PRINCIPAL, POVOADO BONFINÓPOLIS, S/N;ZONA RURAL;77635000;-9.81267;-47.81296333
RIACHINHO;ESCOLA MUNICIPAL TEODORO SÁ;RUA 13 DE MAIO, S/N, AO LADO DO COL EST. JOÃO XXIII;CENTRO;77893000;-6.4422153;-48.1388568
ARAGUAÍNA;ESCOLA MUNICIPAL BENEDITO CANUTO BRAGA;RUA N, 175 ESQUINA COM AV C;SETOR COUTO MAGALHÃES;77824170;-8.360107;-49.17518099999999
SÃO MIGUEL DO TOCANTINS;ESCOLA MUNICIPAL PESO DURO;RUA PRINCIPAL, S/N POVOADO PESO DURO;ZONA RURAL;77925000;-5.5900062;-47.5226601
PRAIA NORTE;ESCOLA MUNICIPAL CAETANA DE MORAES COSTA;RUA PRINCIPAL, S/N - POVOADO JATOBAL;ZONA RURAL;77970000;-5.4459134;-47.6454054
ARRAIAS;EMEF APOENAN DE DE ABREU TEIXEIRA;RUA 07 QUADRA B LOTE 1B SETOR BURITIZINHO, ARRAIAS;BURITIZINHO;77330000;-12.9197625;-46.9537293
PINDORAMA DO TOCANTINS;ESCOLA ESTADUAL JOSÉ ALVES DE ASSIS;AVENIDA 2, S/N;SETOR VILA NOVA;77380000;-11.13483333;-47.58108
MIRACEMA DO TOCANTINS;COLEGIO MILITAR SANTA TEREZINHA;RUA 13 DE MAIO, 79;CENTRO;77650000;-9.5651745;-48.389465
PIRAQUÊ;ESCOLA MUNICIPAL MONTE SINAI;ASSENTAMENTO VENTURA II;ZONA RURAL;77888000;-6.9649767;-48.254405
PORTO NACIONAL;SUB PREFEITURA DO DISTRITO DE LUZIMANGUES;TO-080, 4101 - ORLA PARQUE - LUZIMANGUES;distrito de luzimangues;77500001;-10.1943199;-48.4477056
MONTE DO CARMO;ESCOLA ESTADUAL MESTRA BELA;RUA JOAQUIM PEREIRA SOBRINHO, S/N, SOL NASCENTE;CENTRO;77585000;-10.7622045;-48.1071718
TALISMÃ;ESCOLA MUNICIPAL ANTÔNIA DOS REIS RODRIGUES BATISTA;AV. SABINO GOMES DE MELO, 102, CENTRO;CENTRO;77483000;-12.7951782;-49.0914767
COUTO MAGALHÃES;ESCOLA MUNICIPAL CORDOLINA COSTA REGO;RUA 3, S/N;CENTRO;77750000;-8.36164203;-49.17696138
TAGUATINGA;ESCOLA MARIA GUEDES LIMA;RUA 19 S/N- QD 32 LTS 01 A 09 E DE 23 A 26;SETOR BELA VISTA;77320000;-12.397399;-46.4321617
CENTENÁRIO;COLEGIO ESTADUAL OTONIEL CAVALCANTE DE JESUS;RUA FERREIRA ARAUJO, S/N;CENTRO;77723000;-8.9557511;-47.3329953
MARIANÓPOLIS DO TOCANTINS;COLÉGIO ESTADUAL DAVID BARBOSA ROLINS;PRACA DA PREFEITURA;CENTRO;77675000;-9.8006702;-49.6561068
TOCANTÍNIA;ESC. EST. INDÍGENA SRÊMTÔWE (ALDEIA PORTEIRA);ALDEIA PORTEIRA;ALDEIA INDÍGENA;77640000;-9.4509;-48.3687783
PORTO NACIONAL;ESCOLA ESTADUAL ALFREDO NASSER;POVOADO DE PINHEIROPOLIS;ZONA RURAL;77500000;-10.7465769;-48.459085
SÍTIO NOVO DO TOCANTINS;ESCOLA ESTADUAL MARECHAL RIBAS JUNIOR;AVENIDA 31 DE MARCO, S/N;CENTRO;77940000;-5.6020521;-47.6402335
LAJEADO;ESC. MUN. JK (POV. PEDREIRA);POVOADO DA SERRA;ZONA RURAL;77645000;-9.926781;-48.2661067
ARAGUATINS;ESCOLA MUNICIPAL SANTO IZIDIO;RUA PRINCIPAL, S/N - ASSENTAMENTO OURO VERDE;ZONA RURAL;77950000;-5.4280768;-48.2647453
ALIANÇA DO TOCANTINS;COLEGIO ESTADUAL ANITA CASSIMIRO MORENO;RUA 03, QD 17;SETOR JARDIM ALIANCA;77455000;-11.306441;-48.9467146
SÍTIO NOVO DO TOCANTINS;ESCOLA  ESTADUAL TEOTONIO SEGURADO - POVOADO SUMAÚMA;RUA PRINCIPAL - POVOADO SUMAÚMA;ZONA RURAL;77940000;-5.5327601;-47.6923156
GURUPI;CENTRO DE ENSINO MEDIO ARY RIBEIRO VALADÃO FILHO;RUA H, S/N;SETOR VALDIR LINS II;77400000;-11.73557836;-49.07921352
GOIATINS;CRECHE MUNICIPAL GENTE PEQUENA;RUA ITACAJA, S/N;CENTRO;77770000;-7.712948;-47.3192266
NAZARÉ;ESCOLA MUNICIPAL DOMINGOS DE CASTRO RIBEIRO;POVOADO BREJINHO;ZONA RURAL;77895000;-6.3327122;-47.8408472
DIANÓPOLIS;ESCOLA ESTADUAL  ABILIO WOLNEY;RUA HERCULANO COSTA RODRIGUES, 157;CENTRO;77300000;-11.6292048;-46.8213236
MAURILÂNDIA DO TOCANTINS;ESCOLA ESTADUAL PEDRO LUDOVICO TEIXEIRA;RUA ARAGUAIA, S/N, BAIRRO SÃO RAIMUNDO;CENTRO;77918000;-5.9477628;-47.5076865
ARAGOMINAS;ESCOLA MUNICIPAL INFANTIL CRECHE MARIA MOTA;RUA ROCHOSA, 44, SETOR PLANALTO;CENTRO;77845000;-7.1680292;-48.5235649
PONTE ALTA DO TOCANTINS;CRECHE PROINFÂNCIA PROFESSORA ADELAIDE AIRES DA SILVA BARROS;RUA PILÃO D'ÁGUA, S/N;SETOR SUL;77590000;-10.7529957;-47.5324206
PARAÍSO DO TOCANTINS;ESCOLA MUNICIPAL SANTA ROSA;AVENIDA CENTRAL, S/N, BR 153, 473KM, PLACA A DIREITA 2,5KM;DISTRITO DE SANTA LUZIA;77600000;-10.03457825;-48.76687517
MIRACEMA DO TOCANTINS;ESC. MUN. VILMAR VASCONCELOS FEITOSA;RUA 11, S/N;SETOR BRASIL;77650000;-9.5525442;-48.4101032
COLMÉIA;ESCOLA ESTADUAL JUSCELINO KUBITSCHEK DE OLIVEIRA;TRAVESSA 01, N 20 - DISTRITO GOIANY DOS CAMPOS;ZONA RURAL;77725000;-8.65092035;-48.85231911
BABAÇULÂNDIA;ESCOLA MUNICIPAL SAO FRANCISCO;POVOADO BARRO PRETO;ZONA RURAL;77870000;-7.2294793;-47.9290141
SÃO BENTO DO TOCANTINS;ESCOLA MUN. N. SENHORA DA CONSOLAÇÃO;ASSENTAMENTO PA VINICIUS;ZONA RURAL;77958000;-5.8951634;-47.8219053
PAU D'ARCO;ESCOLA MUNICIPAL DE 1 GRAU OSVALDO FREITAS;PROJETO DE ASSENTAMENTO FILADELFIA;ZONA RURAL;77785000;-7.5137517;-48.8397417
TOCANTINÓPOLIS;UBS PEDRO ISAÍAS;ESTRADA DA CHAPADINHA;ZONA RURAL;77900000;-6.2135168;-47.5275422
SÃO VALÉRIO;ESCOLA MUNICIPAL DE TEMPO INTEGRAL JOÃO PEREIRA SOBRINHO;RUA ROMIRO JÚLIO;CENTRO;77390000;-11.9650451;-48.2373488
MAURILÂNDIA DO TOCANTINS;SECRETARIA DE SANEAMENTO E MEIO AMBIENTE - SEÇÃO ESPECIAL INDÍGENA;RUA ANTONIO BILIZÁRIO, S/N;VILA SÃO CRISTOVÃO II;77918000;-5.9481146;-47.513416
PEDRO AFONSO;ESCOLA MUNICIPAL BOA ESPERANÇA;POVOADO MATA VERDE;ZONA RURAL;77710000;-9.30910167;-48.20897833
NATIVIDADE;ESCOLA MUNICIPAL JACUBINHA I;COMUNIDADE QUILOMBOLA JACUBINHA;ZONA RURAL;77370000;-11.6781324;-47.5591753
PEDRO AFONSO;ESCOLA ESTADUAL BOM TEMPO;POVOADO AGROVILA BOM TEMPO;ZONA RURAL;77710000;-9.17138167;-48.02101833
PORTO NACIONAL;ESCOLA MUNICIPAL PROFESSORA MAGNÓLIA SILVA DOS SANTOS;SETOR ÁGUAS LINDAS SN;distrito de luzimangues;77502000;-10.2170655;-48.4526412
MATEIROS;ESCOLA ESTADUAL ESTEFANIO TELLES DAS CHAGAS;AVENIDA MARANHAO, S/N;CENTRO;77593000;-10.5460921;-46.421879
PUGMIL;COLÉGIO ESTADUAL DARCY RIBEIRO;RUA14 S/N;CENTRO;77603000;-10.4258705;-48.893427
PALMAS;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARCOS FREIRE;FAZENDA SÃO JOÃO;ZONA RURAL;77249899;-10.3583512;-48.18788923
PARANÃ;COLÉGIO ESTADUAL EUCLIDES BEZERRA GERAIS;PRAÇA DAS MANGUEIRAS, S/N;CENTRO;77360000;-12.6162217;-47.8797067
PORTO NACIONAL;ESCOLA ESTADUAL BRASIL;RUA 12 DE OUTUBRO, S/N;ZONA RURAL;77500000;-10.6850312;-48.5380164
COLMÉIA;ESCOLA MUNICIPAL MARECHAL HUMBERTO CASTELO BRANCO;RUA 03;CENTRO;77725000;-8.73255044;-48.7577814
WANDERLÂNDIA;ESCOLA MUNICIPAL CÂNDIDO ARAÚJO;PONTA DO ASFALTO, S/N;ZONA RURAL;77860000;-6.9432571;-48.0865044
BABAÇULÂNDIA;ESCOLA MUNICIPAL SANTA PAZ;POVOADO FARTURAO;ZONA RURAL;77870000;-7.3656715;-48.0101549
NOVA OLINDA;ESCOLA ADRIANO MARTINS BRILHANTE;AGROVILA DO PA BELA VISTA;ZONA RURAL;77790000;-7.7485267;-48.3257109
AUGUSTINÓPOLIS;ESCOLA MUNICIPAL ALFREDO PAULINO;RUA DILSON MARTINS, S/N;SANTA RITA;77960000;-5.4725657;-47.8868075
MATEIROS;ESCOLA ESTADUAL SILVÉRIO RIBEIRO MATOS;COMUNIDADE QUILOMBOLA MUMBUCA;ZONA RURAL;77593000;-10.3449291;-46.5712341
ARAGUATINS;ESCOLA MUNICIPAL LUIS BORGES DE ARRUDA;POVOADO CANTO DO BARREIRO;ZONA RURAL;77950000;-5.7362414;-47.9510545
PONTE ALTA DO TOCANTINS;ESCOLA MUNICIPAL SABINO FERREIRA MEDEIROS;AVENIDA PONTE ALTA, S/N;BOA ESPERANCA;77590000;-10.73949;-47.532055
GURUPI;ESCOLA MUNICIPAL LENIVAL CORRÊA FERREIRA;RUA JOSÉ SEMEÃO CORRÊA FERREIRA SN ESQ COM  R DANIELA OLIVEIRA RIBEIRO;ALTO DA BOA VISTA;77425260;-11.73188664;-49.09845795
ANANÁS;CEM - CENTRO DE ENSINO MÉDIO CABO APARÍCIO ARAÚJO PAZ;RUA SÃO PEDRO,;MANGUEIRA;77890000;-6.3700035;-48.0818893
TOCANTÍNIA;ESC. MUN. ANA ALVES DE BRITO (PALMINHA);POVOADO PALMINHA;ZONA RURAL;77640000;-9.8325104;-48.1081818
GURUPI;SESI - CIAT ALBANO FRANCO DE GURUPI;RUA JOAQUIM BATISTA DE OLIVIERA, 161;VILA ALAGOANA;77403170;-11.7229431;-49.08306777
PALMAS;INSTITUTO PRESBITERIANO EDUCACIONAL E SOCIAL - IPES;QUADRA ARSE 72 ALAMEDA 5;PLANO DIRETOR SUL;77022394;-10.2256041;-48.3187609
PALMEIRÓPOLIS;COLÉGIO ESTADUAL  MARIA GUEDES;AVENIDA DAS PALMEIRAS, Nº 902, CENTRO;CENTRO;77365000;-13.0421867;-48.4068533
NOVO ALEGRE;COLEGIO ESTADUAL DR JOAO D'ABREU;RUA K QUADRA 15 SETOR GIARIROBA, S/N;CENTRO;77353000;-12.9177448;-46.5767355
FILADÉLFIA;ESCOLA MUNICIPAL TENENTE COSTA LEITE;POVOADO CANA BRAVA;ZONA RURAL;77795000;-7.3225837;-47.659175
ARAGUANÃ;ESCOLA ESTADUAL SÃO PEDRO;RUA VOLUNTÁRIOS DA PÁTRIA, S/N;JACILÂNDIA;77855000;-6.8474147;-48.5167312
WANDERLÂNDIA;CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL PROFESSORA MARIA DARLETE;RUA MARECHAL RONDON, 370;CENTRO;77860000;-6.8527722;-47.9612139
RIO SONO;ESCOLA MUNICIPAL CASTRO ALVES;POVOADO NOVO HORIZONTE;ZONA RURAL;77635000;-9.95846333;-47.67373
PARANÃ;ESCOLA MUNICIPAL SOLDADINHO DE JESUS;PRAÇA NOSSA SENHORA DE FÁTIMA;CENTRO;77360000;-12.61626;-47.88066
GURUPI;ESCOLA MUNICIPAL ELIZEU DE CARVALHO;AVENIDA TANCREDO NEVES ESQUINA COM RUA CAJANDU, S/N;SETOR INDUSTRIAL;77400000;-11.6408583;-49.0397964
